traffic_volume,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time
770.0,None,293.28,0.51,0.0,,,,27-07-2013 01:00
651.0,None,287.37,0.0,,1.0,Clear,sky is clear,10-06-2014 00:00
6111.0,None,304.15,0.0,0.0,0.0,Clear,Sky is Clear,21-08-2013 15:00
4599.0,None,,0.0,,75.0,Clouds,,
5428.0,None,,0.25,0.0,90.0,Thunderstorm,proximity thunderstorm,02-09-2015 09:00
3362.0,None,267.15,0.0,0.0,90.0,Snow,light snow,08-12-2016 19:00
4450.0,None,289.62,0.0,0.0,90.0,Mist,mist,22-05-2018 10:00
2519.0,None,260.74,0.0,0.0,99.0,Clouds,overcast clouds,04-02-2013 20:00
3442.0,None,290.77,0.0,0.0,90.0,Clouds,overcast clouds,10-10-2013 22:00
1215.0,None,289.57,,0.0,1.0,Clear,sky is clear,10-08-2013 00:00
5957.0,None,303.78,0.0,0.0,0.0,Clear,Sky is Clear,09-09-2013 15:00
4222.0,None,295.78,0.0,0.0,88.0,Clouds,overcast clouds,12-08-2016 10:00
3572.0,None,272.4,0.0,0.0,90.0,Snow,snow,16-03-2013 19:00
4996.0,None,293.61,0.0,,1.0,,sky is clear,
4141.0,,256.08,0.0,0.0,,Clouds,few clouds,08-02-2017 10:00
368.0,None,275.89,0.0,0.0,1.0,Haze,haze,18-11-2012 03:00
2640.0,None,289.44,0.0,0.0,1.0,Clear,sky is clear,03-11-2015 20:00
3282.0,None,271.42,0.0,0.0,40.0,Clouds,scattered clouds,08-04-2016 20:00
6943.0,None,275.7,0.0,0.0,90.0,Snow,heavy snow,14-02-2013 16:00
3193.0,None,,0.0,0.0,90.0,Clouds,overcast clouds,10-05-2017 20:00
4954.0,None,,0.0,0.0,90.0,Clouds,overcast clouds,02-03-2018 18:00
2507.0,None,298.01,0.0,0.0,1.0,Rain,,16-09-2015 21:00
5518.0,None,273.34,0.0,,90.0,Clouds,,02-12-2016 13:00
4219.0,None,274.15,0.0,0.0,,Mist,mist,23-11-2016 08:00
2979.0,None,269.4,0.0,,75.0,Snow,light snow,29-12-2015 08:00
3147.0,None,273.96,0.0,0.0,90.0,Clouds,overcast clouds,27-04-2017 20:00
,None,264.61,0.0,,90.0,Snow,light snow,
2408.0,None,286.49,0.0,0.0,75.0,Clouds,broken clouds,30-05-2017 21:00
5890.0,None,,0.0,0.0,75.0,Clouds,broken clouds,04-08-2017 15:00
4101.0,None,258.01,0.0,0.0,90.0,Snow,snow,11-01-2017 07:00
614.0,None,290.21,1.78,0.0,1.0,Mist,mist,26-08-2018 02:00
,None,279.65,0.0,0.0,87.0,,light rain,19-10-2012 06:00
4368.0,None,,0.0,0.0,90.0,,light rain,31-05-2016 10:00
3477.0,None,293.09,0.0,0.0,40.0,Rain,light rain,16-09-2017 19:00
4693.0,None,267.5,0.0,0.0,1.0,Clear,sky is clear,12-03-2018 09:00
5975.0,None,295.86,0.0,0.0,40.0,Clouds,scattered clouds,19-10-2017 17:00
4631.0,None,265.11,0.0,0.0,64.0,Haze,haze,16-01-2014 12:00
3314.0,None,299.65,0.0,0.0,75.0,Clouds,broken clouds,06-08-2018 19:00
,None,291.09,0.0,0.0,1.0,Clear,,23-07-2017 23:00
5647.0,,285.55,0.0,0.0,1.0,Mist,mist,07-08-2017 06:00
413.0,None,278.46,0.0,0.0,40.0,Clouds,scattered clouds,30-04-2016 04:00
5779.0,None,273.35,0.0,0.0,90.0,Fog,,09-11-2016 08:00
1081.0,,267.15,,0.0,90.0,Clouds,,27-11-2015 05:00
,,296.39,0.0,0.0,0.0,Clear,Sky is Clear,
775.0,None,,,0.0,90.0,Snow,light snow,
,None,284.78,0.0,0.0,20.0,,few clouds,20-05-2016 03:00
5276.0,None,270.71,0.0,0.0,64.0,,,
6540.0,,281.5,0.0,0.0,,,light intensity drizzle,28-03-2018 17:00
870.0,None,292.67,0.0,0.0,1.0,Mist,mist,03-09-2015 04:00
486.0,None,274.98,0.0,,20.0,Clouds,few clouds,14-05-2016 04:00
1730.0,None,280.75,0.0,0.0,90.0,Drizzle,drizzle,21-05-2017 22:00
1093.0,None,289.28,0.0,,90.0,Thunderstorm,proximity thunderstorm,01-05-2018 23:00
2502.0,None,,0.0,0.0,90.0,Clouds,overcast clouds,15-04-2014 21:00
6053.0,,287.83,0.0,0.0,20.0,Clouds,few clouds,29-06-2016 07:00
5138.0,None,275.8,0.0,0.0,90.0,Clouds,overcast clouds,29-03-2013 11:00
6374.0,None,,0.0,0.0,,Rain,light rain,28-06-2017 16:00
580.0,None,271.86,0.0,0.0,90.0,Mist,mist,31-03-2018 01:00
975.0,None,287.59,0.0,0.0,90.0,Clouds,overcast clouds,27-05-2013 23:00
432.0,None,280.62,0.0,0.0,96.0,Drizzle,light intensity drizzle,20-10-2012 03:00
2689.0,None,245.7,0.0,0.0,0.0,Clear,sky is clear,02-02-2013 08:00
3956.0,,282.82,0.0,0.0,90.0,Mist,mist,28-11-2016 12:00
5034.0,None,301.07,0.0,0.0,75.0,Clouds,,
4833.0,None,282.62,0.51,0.0,92.0,Rain,light rain,15-10-2013 18:00
4772.0,None,290.17,0.0,0.0,,Clear,sky is clear,16-09-2013 13:00
2163.0,None,262.08,0.0,0.0,75.0,Clouds,broken clouds,27-12-2015 20:00
756.0,None,269.22,0.0,0.0,,Clouds,overcast clouds,29-01-2017 06:00
2765.0,None,284.08,0.0,0.0,75.0,Clouds,broken clouds,25-09-2018 20:00
765.0,None,272.39,0.0,0.0,1.0,Clear,sky is clear,31-10-2012 04:00
4144.0,None,296.57,0.0,0.0,92.0,,mist,12-07-2014 11:00
495.0,None,,0.0,,75.0,Mist,,20-07-2017 01:00
5602.0,None,270.3,0.0,0.0,90.0,Clouds,overcast clouds,06-03-2014 14:00
660.0,None,249.63,0.0,0.0,1.0,,sky is clear,07-12-2013 01:00
851.0,None,296.22,0.0,0.0,90.0,Rain,moderate rain,26-07-2017 04:00
1747.0,None,,0.0,0.0,90.0,Rain,moderate rain,04-03-2018 22:00
349.0,None,278.08,0.0,0.0,1.0,Clear,,14-10-2015 01:00
2477.0,None,,0.0,,75.0,Clouds,broken clouds,
5918.0,None,292.85,0.0,0.0,75.0,Thunderstorm,proximity thunderstorm,23-05-2016 06:00
2882.0,None,275.22,0.0,0.0,90.0,Snow,light snow,13-04-2018 19:00
722.0,None,281.66,0.0,,1.0,Clear,sky is clear,29-09-2013 02:00
2804.0,None,292.58,0.0,0.0,90.0,Rain,moderate rain,
1527.0,,,0.0,0.0,90.0,Snow,light snow,08-01-2017 22:00
6657.0,None,274.75,0.0,0.0,1.0,Clear,sky is clear,21-03-2017 16:00
4338.0,None,297.17,0.0,0.0,56.0,Clouds,broken clouds,04-08-2013 14:00
1721.0,None,296.44,0.0,0.0,40.0,Clouds,,10-07-2016 22:00
2286.0,None,,0.0,0.0,1.0,Clear,sky is clear,14-05-2013 22:00
,None,269.69,0.0,0.0,90.0,Clouds,overcast clouds,
3654.0,None,,0.0,0.0,90.0,Clouds,overcast clouds,02-04-2017 18:00
2030.0,None,286.79,0.0,0.0,90.0,Clouds,overcast clouds,07-03-2016 21:00
4948.0,None,266.76,0.0,0.0,20.0,Clouds,few clouds,22-03-2014 15:00
,None,296.49,1.39,0.0,75.0,Rain,proximity shower rain,17-09-2015 15:00
1789.0,None,271.35,0.0,0.0,1.0,Clear,sky is clear,
1039.0,None,280.8,0.0,0.0,,Clouds,overcast clouds,06-04-2014 23:00
712.0,None,292.01,0.0,0.0,,Clear,sky is clear,
906.0,,288.31,0.0,0.0,75.0,Clouds,broken clouds,06-06-2016 04:00
2285.0,None,288.07,0.0,0.0,1.0,Clear,sky is clear,03-09-2016 07:00
582.0,None,280.9,0.0,0.0,40.0,,scattered clouds,31-03-2014 00:00
2589.0,None,290.01,0.0,0.0,40.0,Rain,light rain,13-08-2017 09:00
4811.0,None,277.49,0.0,0.0,,Clouds,,20-01-2018 15:00
4908.0,None,284.22,0.0,0.0,90.0,Rain,,18-11-2015 12:00
5476.0,None,,,0.0,0.0,Clear,,26-09-2013 06:00
5488.0,None,271.01,0.0,0.0,1.0,,sky is clear,15-02-2018 08:00
2753.0,None,265.58,0.0,0.0,90.0,Snow,light snow,06-12-2017 20:00
3324.0,None,290.73,0.0,0.0,,Clear,sky is clear,26-08-2015 20:00
244.0,None,254.52,0.0,0.0,1.0,,,25-02-2014 02:00
1856.0,None,267.84,0.0,0.0,64.0,Mist,mist,
4994.0,None,292.93,0.0,0.0,90.0,Clouds,overcast clouds,
285.0,None,283.7,0.0,0.0,,Clouds,,07-11-2016 03:00
1120.0,,,0.0,0.0,90.0,Mist,mist,
,None,261.36,0.0,0.0,1.0,Mist,mist,16-01-2017 09:00
4130.0,None,271.21,0.0,0.0,64.0,Clouds,broken clouds,01-12-2013 11:00
1029.0,None,259.77,0.0,0.0,1.0,,sky is clear,21-02-2018 23:00
3865.0,None,272.08,0.0,0.0,90.0,Mist,mist,24-01-2016 15:00
1763.0,None,249.02,0.0,0.0,,Clear,sky is clear,
4963.0,,291.57,0.0,0.0,90.0,Rain,light rain,17-08-2017 13:00
5159.0,None,281.95,0.0,0.0,90.0,Clouds,overcast clouds,10-05-2013 18:00
5696.0,None,265.55,0.0,,40.0,Clouds,scattered clouds,07-12-2017 15:00
6349.0,None,,0.0,0.0,90.0,Clouds,overcast clouds,09-10-2012 16:00
4175.0,None,294.49,0.0,0.0,40.0,,scattered clouds,18-06-2017 17:00
865.0,None,269.15,0.0,0.0,1.0,Clear,,13-03-2018 04:00
,None,265.42,0.0,0.0,90.0,Snow,light snow,13-03-2017 02:00
2094.0,None,280.74,0.0,0.0,90.0,Clouds,overcast clouds,12-04-2014 23:00
,None,271.28,0.0,0.0,1.0,Clear,sky is clear,05-01-2016 12:00
5505.0,None,289.11,0.0,0.0,1.0,,sky is clear,08-09-2016 08:00
324.0,None,267.53,0.0,0.0,90.0,Clouds,overcast clouds,
4860.0,None,274.21,0.0,,75.0,Clouds,broken clouds,18-12-2017 12:00
5702.0,None,,0.0,0.0,90.0,,,25-01-2018 07:00
5847.0,None,281.95,,0.0,,,sky is clear,04-05-2017 08:00
237.0,None,278.11,2.31,0.0,,Rain,,27-04-2014 04:00
5099.0,None,284.08,,,90.0,Rain,light rain,12-04-2014 13:00
5762.0,None,277.77,0.0,0.0,0.0,,Sky is Clear,17-10-2013 06:00
381.0,None,285.58,0.0,0.0,1.0,Clear,sky is clear,
4749.0,None,286.51,0.0,0.0,90.0,Rain,moderate rain,06-10-2017 18:00
1629.0,None,287.97,1.02,0.0,5.0,,moderate rain,05-09-2018 22:00
241.0,,284.89,0.0,0.0,0.0,Mist,mist,
5057.0,None,,0.0,0.0,40.0,Clouds,,23-04-2016 13:00
3164.0,None,291.83,0.0,0.0,5.0,,sky is clear,05-05-2017 22:00
,None,291.37,0.0,0.0,1.0,Mist,mist,28-06-2018 04:00
719.0,None,,0.0,0.0,1.0,Rain,light rain,17-03-2017 00:00
1503.0,None,288.17,0.0,0.0,1.0,Clear,sky is clear,27-09-2015 07:00
746.0,None,278.38,0.0,0.0,90.0,Mist,mist,17-11-2013 06:00
5488.0,None,275.65,0.0,0.0,90.0,Mist,mist,02-11-2017 09:00
2134.0,None,291.15,1.78,,1.0,Mist,mist,25-08-2018 23:00
2950.0,None,292.53,0.0,0.0,90.0,Mist,mist,17-08-2017 05:00
5352.0,None,295.55,0.0,0.0,,Rain,proximity shower rain,21-08-2017 15:00
4535.0,None,276.95,0.0,0.0,90.0,Drizzle,light intensity drizzle,01-05-2017 11:00
2445.0,None,286.975,0.0,0.0,8.0,Clear,sky is clear,
2851.0,None,298.95,0.0,0.0,20.0,Clouds,few clouds,11-09-2017 19:00
807.0,None,292.05,0.0,0.0,1.0,Mist,,11-07-2015 05:00
440.0,None,298.35,0.0,0.0,,Clouds,few clouds,28-05-2018 02:00
5632.0,,301.22,0.0,0.0,40.0,Clouds,scattered clouds,30-07-2018 16:00
4070.0,None,260.45,0.0,,64.0,Clouds,broken clouds,04-01-2014 17:00
5696.0,,277.21,0.0,0.0,1.0,Clear,sky is clear,14-02-2018 15:00
2764.0,,297.36,,0.0,0.0,Clear,,30-06-2014 20:00
5633.0,None,291.79,0.25,0.0,75.0,Drizzle,drizzle,05-09-2018 06:00
4707.0,None,,0.0,0.0,75.0,Clouds,broken clouds,
5085.0,None,291.51,,0.0,48.0,Rain,light rain,13-06-2016 06:00
3487.0,None,,0.0,0.0,90.0,Drizzle,,13-06-2013 19:00
6970.0,None,273.22,0.0,0.0,40.0,Mist,mist,06-04-2016 07:00
1398.0,None,290.65,0.0,0.0,90.0,Thunderstorm,proximity thunderstorm,09-06-2018 06:00
703.0,None,268.73,0.0,0.0,1.0,Haze,haze,20-01-2018 05:00
4413.0,None,,0.51,0.0,90.0,Mist,mist,11-05-2016 18:00
,None,294.04,1.4,0.0,90.0,Rain,moderate rain,31-08-2018 03:00
2846.0,None,276.66,0.0,0.0,1.0,Clear,sky is clear,14-05-2014 05:00
538.0,None,276.15,0.0,0.0,1.0,Mist,mist,12-02-2017 02:00
2817.0,None,252.55,0.0,0.0,20.0,Clouds,few clouds,11-02-2018 08:00
4213.0,,281.7,0.0,,1.0,Clear,sky is clear,01-04-2017 10:00
3188.0,None,270.87,,0.0,1.0,,sky is clear,06-03-2018 19:00
2894.0,None,298.53,0.0,0.0,5.0,Clear,sky is clear,15-09-2015 21:00
5188.0,None,289.23,0.0,,75.0,,broken clouds,11-09-2015 13:00
5852.0,None,291.44,0.0,0.0,90.0,Rain,moderate rain,19-06-2018 15:00
3146.0,None,294.9,0.0,0.0,40.0,Thunderstorm,,05-05-2018 19:00
4264.0,None,294.54,0.0,0.0,75.0,Smoke,smoke,06-07-2015 18:00
,None,281.78,0.0,0.0,1.0,Rain,light rain,06-03-2017 22:00
4303.0,None,261.86,0.0,0.0,90.0,Snow,light snow,05-02-2018 13:00
2784.0,,277.82,0.0,0.0,90.0,Clouds,overcast clouds,25-03-2018 20:00
590.0,None,276.21,0.0,0.0,90.0,Drizzle,drizzle,26-03-2017 02:00
6736.0,None,292.52,0.0,0.0,40.0,Clouds,scattered clouds,04-05-2017 16:00
386.0,None,270.87,0.0,0.0,1.0,Clear,sky is clear,17-03-2018 03:00
3356.0,None,280.37,0.0,0.0,90.0,Rain,moderate rain,31-10-2015 09:00
323.0,None,269.11,0.0,0.0,64.0,Mist,mist,28-12-2013 04:00
5854.0,None,292.35,0.0,0.0,48.0,Clouds,scattered clouds,13-06-2016 08:00
4238.0,None,276.68,0.0,0.0,90.0,Mist,mist,
,None,296.29,0.0,0.0,90.0,,overcast clouds,
6148.0,None,295.59,0.0,0.0,64.0,Clouds,broken clouds,09-08-2016 07:00
4321.0,None,302.87,0.0,0.0,1.0,Clear,sky is clear,15-08-2015 12:00
5319.0,,300.98,0.0,0.0,44.0,Clouds,scattered clouds,10-07-2014 13:00
5838.0,None,278.82,0.0,0.0,1.0,Clear,sky is clear,02-12-2017 17:00
,None,266.3,0.0,0.0,90.0,Snow,heavy snow,19-03-2013 15:00
6497.0,None,268.68,,0.0,20.0,Haze,haze,07-02-2013 16:00
781.0,None,,0.0,0.0,75.0,Clouds,broken clouds,14-12-2012 04:00
3228.0,None,274.82,0.0,0.0,90.0,Drizzle,drizzle,04-05-2013 20:00
5053.0,None,291.57,0.0,0.0,1.0,Clear,sky is clear,22-06-2018 09:00
4751.0,None,290.43,3.74,0.0,90.0,Mist,mist,18-08-2015 12:00
408.0,None,271.82,0.0,0.0,90.0,Clouds,overcast clouds,03-12-2016 04:00
5423.0,None,277.15,0.0,0.0,1.0,Mist,mist,22-02-2017 06:00
365.0,None,282.55,0.0,0.0,1.0,Clear,sky is clear,22-10-2017 03:00
5177.0,None,271.21,0.0,,,Clouds,broken clouds,22-11-2017 17:00
3141.0,None,287.15,0.0,0.0,,Clear,sky is clear,07-10-2017 21:00
6395.0,None,299.29,0.0,0.0,0.0,Clear,Sky is Clear,
,None,297.08,0.0,0.0,76.0,Rain,light rain,
2404.0,None,284.95,0.47,0.0,,Drizzle,light intensity drizzle,19-05-2014 21:00
,None,276.0,,0.0,90.0,Snow,light snow,30-03-2018 15:00
4734.0,None,288.11,1.65,0.0,90.0,Rain,moderate rain,19-09-2018 12:00
746.0,None,275.59,0.0,0.0,1.0,Clear,sky is clear,05-03-2017 02:00
1375.0,None,259.97,1.02,0.0,64.0,Mist,mist,24-12-2013 23:00
4407.0,None,,0.0,0.0,90.0,Snow,light snow,20-02-2018 12:00
,,290.01,0.0,,1.0,Clear,sky is clear,03-11-2016 14:00
1233.0,None,292.8,0.0,0.0,90.0,Mist,,30-05-2018 23:00
4802.0,None,284.08,0.0,0.0,,Mist,,06-03-2017 09:00
3822.0,None,301.35,0.0,0.0,1.0,,sky is clear,18-07-2015 18:00
4551.0,None,276.96,0.0,0.0,5.0,,sky is clear,18-03-2017 17:00
4125.0,None,276.41,0.0,0.0,75.0,Clouds,broken clouds,03-11-2012 17:00
4601.0,None,286.41,0.0,0.0,1.0,Clear,sky is clear,18-09-2015 10:00
5891.0,None,275.31,0.0,0.0,1.0,Clear,,11-10-2017 06:00
4621.0,None,274.93,0.0,,75.0,Clouds,broken clouds,07-12-2015 11:00
5017.0,None,272.42,0.0,,40.0,Clouds,scattered clouds,03-12-2016 12:00
2466.0,None,273.0,0.0,0.0,,Clouds,overcast clouds,21-03-2014 05:00
6395.0,None,279.56,0.0,0.0,90.0,Clouds,overcast clouds,26-10-2017 17:00
1987.0,None,270.01,0.0,0.0,,Rain,light rain,14-04-2018 13:00
5027.0,None,294.88,0.0,0.0,,,sky is clear,31-05-2017 14:00
524.0,None,256.01,0.0,0.0,1.0,Clear,,04-02-2018 04:00
3075.0,None,260.61,0.0,0.0,75.0,Clouds,broken clouds,20-01-2013 18:00
243.0,None,271.5,0.0,,64.0,Clouds,broken clouds,02-12-2013 02:00
388.0,None,290.02,0.25,0.0,,,light rain,10-06-2013 01:00
1774.0,None,,0.0,0.0,90.0,Mist,mist,29-12-2012 08:00
4876.0,None,267.48,0.0,0.0,1.0,,mist,09-03-2018 10:00
2897.0,None,263.85,0.0,0.0,1.0,Haze,haze,
4856.0,None,275.0,0.0,0.0,90.0,Snow,snow,01-11-2017 14:00
4130.0,None,269.62,0.0,0.0,90.0,Snow,,24-02-2017 10:00
879.0,,,0.0,0.0,0.0,Rain,moderate rain,13-07-2014 01:00
3487.0,None,298.47,0.0,0.0,40.0,Clouds,scattered clouds,
5045.0,None,279.13,0.0,0.0,,Clouds,broken clouds,13-11-2013 12:00
3840.0,None,269.65,0.0,0.0,75.0,Clouds,broken clouds,25-02-2018 13:00
4864.0,None,276.269,0.0,0.0,68.0,Clouds,broken clouds,16-02-2017 12:00
4918.0,None,292.56,0.0,0.0,75.0,Rain,light rain,25-05-2016 12:00
2068.0,None,,,0.0,5.0,Clear,sky is clear,23-07-2017 22:00
1286.0,None,,0.0,0.0,12.0,Clouds,few clouds,16-07-2013 23:00
2876.0,,294.89,,0.0,,Clouds,scattered clouds,01-07-2017 21:00
4071.0,None,,0.0,,1.0,Clear,,10-09-2016 18:00
1875.0,None,289.65,0.0,0.0,90.0,Mist,mist,27-05-2016 23:00
1273.0,None,271.58,0.0,0.0,1.0,,sky is clear,28-03-2013 23:00
5174.0,None,270.05,0.25,0.0,90.0,Rain,light rain,19-03-2014 07:00
4380.0,None,,0.0,0.0,1.0,Clear,sky is clear,18-10-2015 16:00
1922.0,None,293.51,4.45,0.0,24.0,Rain,heavy intensity rain,24-06-2014 22:00
3761.0,None,272.41,0.0,0.0,90.0,Fog,fog,10-12-2012 11:00
6760.0,None,297.19,0.0,0.0,0.0,Clear,,30-07-2013 17:00
,None,293.79,0.0,0.0,92.0,Rain,light rain,06-08-2013 11:00
,None,269.13,0.0,0.0,90.0,Mist,mist,19-12-2012 14:00
2391.0,None,270.09,0.0,0.0,75.0,,,24-02-2017 05:00
686.0,None,289.79,0.0,,0.0,Mist,mist,17-06-2013 00:00
6318.0,None,297.51,0.0,0.0,1.0,Clear,sky is clear,15-04-2016 15:00
799.0,None,293.53,0.0,0.0,1.0,Clear,sky is clear,05-06-2017 00:00
2603.0,,,0.0,0.0,98.0,Clouds,overcast clouds,09-01-2013 20:00
,None,282.04,0.0,0.0,1.0,,sky is clear,04-10-2012 03:00
282.0,None,248.88,,0.0,1.0,,sky is clear,11-02-2014 01:00
,None,259.45,0.0,0.0,64.0,Haze,haze,05-12-2013 13:00
800.0,None,269.08,,0.0,1.0,,sky is clear,23-03-2018 04:00
6864.0,None,271.48,0.0,0.0,90.0,Clouds,,01-03-2013 07:00
4188.0,None,285.83,0.0,0.0,1.0,Clear,,31-03-2014 18:00
4925.0,None,260.43,0.0,0.0,1.0,Clear,sky is clear,10-02-2018 13:00
5499.0,None,270.764,0.0,0.0,92.0,Clouds,overcast clouds,25-01-2017 06:00
6258.0,None,277.75,0.0,0.0,1.0,Clear,sky is clear,01-10-2015 07:00
4906.0,None,267.79,0.0,0.0,90.0,Mist,,21-01-2016 12:00
3136.0,None,290.56,0.0,0.0,90.0,,light intensity drizzle,17-05-2017 19:00
500.0,None,274.27,0.0,0.0,90.0,Mist,mist,24-11-2016 01:00
820.0,None,263.4,0.0,0.0,90.0,Clouds,overcast clouds,12-02-2014 04:00
5147.0,None,274.41,0.0,0.0,20.0,Clouds,few clouds,15-03-2013 12:00
2865.0,,278.85,0.0,0.0,48.0,Mist,mist,20-10-2012 22:00
1430.0,None,283.34,0.0,0.0,1.0,Clear,sky is clear,16-11-2016 22:00
3807.0,None,298.15,0.0,0.0,92.0,Clouds,overcast clouds,26-07-2013 19:00
504.0,None,282.09,0.0,0.0,75.0,Clouds,broken clouds,20-11-2012 00:00
4385.0,None,296.76,0.32,0.0,75.0,,light rain,27-07-2014 15:00
4401.0,None,305.01,0.0,0.0,,Clouds,scattered clouds,17-07-2017 18:00
6421.0,None,265.73,0.0,0.0,40.0,Clouds,,09-01-2014 16:00
65.0,None,298.15,0.0,0.0,40.0,Clouds,scattered clouds,24-07-2015 22:00
2717.0,None,285.46,0.0,0.0,92.0,Clouds,overcast clouds,04-10-2013 05:00
642.0,None,294.41,0.0,0.0,90.0,Clouds,overcast clouds,11-06-2018 00:00
1713.0,None,294.01,0.0,0.0,75.0,Mist,mist,09-08-2015 08:00
5104.0,None,,0.0,0.0,,Drizzle,light intensity drizzle,18-08-2017 13:00
6402.0,None,294.01,0.0,0.0,90.0,Clouds,overcast clouds,09-09-2015 17:00
2040.0,None,,0.0,0.0,75.0,Clouds,broken clouds,21-05-2018 13:00
5736.0,None,283.8,0.0,0.0,20.0,Clouds,few clouds,
5419.0,None,283.08,0.0,0.0,75.0,Clouds,broken clouds,20-11-2012 09:00
763.0,None,287.84,0.0,0.0,1.0,Clear,,27-05-2017 01:00
820.0,None,,0.0,0.0,1.0,Clear,sky is clear,25-03-2016 00:00
5035.0,,,0.0,0.0,90.0,Clouds,overcast clouds,03-05-2017 12:00
3339.0,None,293.332,0.0,0.0,32.0,Rain,light rain,01-08-2014 20:00
5790.0,None,273.79,0.0,0.0,1.0,Clear,sky is clear,13-05-2013 06:00
4930.0,None,291.08,0.0,0.0,90.0,Rain,heavy intensity rain,
5296.0,None,288.86,0.0,0.0,5.0,Clear,sky is clear,13-04-2016 13:00
2536.0,None,287.75,0.0,0.0,90.0,,proximity thunderstorm with rain,15-04-2017 08:00
5083.0,None,262.27,0.0,0.0,1.0,Snow,,09-12-2016 09:00
5021.0,None,278.02,1.46,0.0,90.0,,moderate rain,24-04-2014 12:00
4861.0,None,293.15,1.27,0.0,92.0,Rain,moderate rain,14-06-2016 13:00
2256.0,None,268.49,0.0,,90.0,Clouds,,24-12-2015 20:00
3028.0,None,280.29,0.0,0.0,40.0,Clouds,scattered clouds,24-10-2017 20:00
2183.0,None,259.34,0.0,0.0,90.0,Haze,haze,15-01-2018 05:00
4523.0,None,281.15,0.0,0.0,90.0,Mist,mist,03-04-2017 09:00
372.0,None,259.1,0.0,0.0,40.0,Clouds,scattered clouds,07-02-2013 02:00
363.0,,294.16,0.0,0.0,1.0,Clear,sky is clear,12-07-2015 04:00
,None,296.58,0.0,0.0,90.0,Clouds,overcast clouds,07-09-2016 17:00
3168.0,None,274.75,0.0,0.0,1.0,Clear,,12-02-2017 19:00
5215.0,None,278.46,1.05,0.0,90.0,Rain,moderate rain,24-04-2014 06:00
267.0,None,,4.76,0.0,90.0,,mist,12-05-2014 01:00
3533.0,None,281.72,0.0,0.0,90.0,Thunderstorm,proximity thunderstorm,11-11-2015 18:00
4049.0,None,290.19,0.0,0.0,68.0,Clouds,broken clouds,27-07-2013 10:00
1713.0,None,269.48,0.0,0.0,,Haze,haze,05-02-2016 23:00
,None,280.83,0.0,0.0,1.0,Clear,sky is clear,04-06-2013 06:00
3461.0,None,298.35,,0.0,1.0,Thunderstorm,proximity thunderstorm,03-08-2018 20:00
2755.0,None,293.75,0.0,,36.0,Clouds,scattered clouds,20-09-2016 20:00
453.0,None,,0.0,0.0,12.0,Clouds,few clouds,19-02-2017 03:00
255.0,None,278.52,1.13,0.0,90.0,Rain,moderate rain,29-04-2014 02:00
,None,258.28,0.0,0.0,90.0,Haze,haze,15-01-2018 07:00
4084.0,None,300.93,0.0,0.0,8.0,Clear,sky is clear,17-08-2016 18:00
5818.0,None,289.88,0.0,0.0,0.0,Clear,Sky is Clear,26-07-2013 06:00
6541.0,None,286.19,,0.0,76.0,Clouds,broken clouds,07-06-2013 16:00
3061.0,None,296.14,0.0,0.0,90.0,Rain,light rain,27-07-2016 05:00
5739.0,None,274.42,0.0,0.0,90.0,Drizzle,light intensity drizzle,14-12-2015 17:00
3012.0,None,275.02,0.0,0.0,1.0,Clear,,23-11-2015 19:00
5185.0,None,292.62,0.0,0.0,90.0,Rain,proximity shower rain,17-05-2017 14:00
,,284.46,,0.0,1.0,Clear,sky is clear,10-10-2013 07:00
1893.0,None,299.51,0.0,0.0,0.0,Clear,Sky is Clear,28-08-2013 22:00
6218.0,None,276.49,0.0,0.0,1.0,Clear,sky is clear,
1995.0,None,291.81,0.25,0.0,75.0,Rain,,03-09-2018 08:00
4721.0,None,255.93,0.0,0.0,0.0,Clear,,31-01-2014 09:00
5085.0,None,288.01,0.0,0.0,90.0,,light intensity drizzle,25-09-2017 09:00
5280.0,None,294.24,0.38,0.0,75.0,Drizzle,light intensity drizzle,04-09-2018 06:00
3711.0,None,291.41,0.0,0.0,75.0,Clouds,broken clouds,18-06-2017 10:00
1753.0,None,287.17,0.0,0.0,0.0,Clear,Sky is Clear,04-08-2013 08:00
4356.0,,,0.0,0.0,0.0,Clear,Sky is Clear,11-06-2016 10:00
2413.0,None,292.96,0.52,0.0,36.0,Rain,light rain,01-06-2014 21:00
3975.0,None,282.22,0.0,0.0,1.0,Clear,sky is clear,12-11-2016 18:00
6008.0,None,295.58,0.0,0.0,75.0,Clouds,broken clouds,06-09-2018 17:00
284.0,None,288.3,0.0,0.0,68.0,Mist,mist,11-06-2013 02:00
5750.0,None,298.59,0.0,0.0,40.0,Rain,proximity shower rain,07-07-2017 17:00
4469.0,None,289.5,0.25,0.0,90.0,Rain,moderate rain,19-09-2018 18:00
,None,271.95,0.0,0.0,90.0,Snow,light snow,22-12-2015 06:00
2863.0,None,291.29,0.0,0.0,90.0,Drizzle,light intensity drizzle,25-08-2017 22:00
1627.0,None,290.64,0.0,0.0,75.0,Clouds,broken clouds,27-05-2014 22:00
5783.0,None,273.68,0.0,0.0,90.0,Drizzle,,15-12-2015 15:00
456.0,None,273.01,0.0,0.0,90.0,,mist,07-12-2015 00:00
4990.0,,,0.0,0.0,,Clouds,,10-03-2018 13:00
